sale,SKU,date,quantity_sold,brand,price,cost,store,revenue,profit
7226,HL1003,10/13/2018,5,Samsung,4500,2300,Guarulhos,22500,11000
7227,HL1021,10/13/2018,5,Samsung,3000,1530,Niterói,15000,7350
7228,HL1001,10/13/2018,4,LG,2600,1400,Curitiba,10400,4800
7229,HL1024,10/13/2018,4,Acer,2400,1440,São Paulo,9600,3840
7230,HL1009,10/13/2018,3,Motorola,1400,920,Curitiba,4200,1440
7231,HL1021,10/13/2018,4,Samsung,3000,1350,Guarulhos,12000,6600
7232,HL1021,10/13/2018,1,Samsung,3000,1860,São Paulo,3000,1140
7233,HL1008,10/13/2018,3,Philco,2000,1300,Rio de Janeiro,6000,2100
7234,HL1018,10/13/2018,5,Xiaomi,1200,620,Porto Alegre,6000,2900
7235,HL1015,10/13/2018,3,Sony,700,330,Recife,2100,1110
7236,HL1023,10/13/2018,4,Samsung,1500,1020,Fortaleza,6000,1920
7237,HL1010,10/13/2018,5,Apple,1900,1050,Fortaleza,9500,4250
7238,HL1020,10/13/2018,2,Motorola,1500,900,Nova Iguaçu,3000,1200
7239,HL1008,10/13/2018,1,Philco,2000,1240,Fortaleza,2000,760
7240,HL1007,10/13/2018,5,Dell,2300,1380,Rio de Janeiro,11500,4600
7241,HL1008,10/13/2018,3,Philco,2000,1360,São Paulo,6000,1920
7242,HL1022,10/13/2018,3,Apple,750,450,Nova Iguaçu,2250,900
7243,HL1018,10/13/2018,1,Xiaomi,1200,490,Rio de Janeiro,1200,710
7244,HL1015,10/13/2018,3,Sony,700,380,Salvador,2100,960
7245,HL1015,10/13/2018,5,Sony,700,440,Salvador,3500,1300
7246,HL1018,10/13/2018,5,Xiaomi,1200,710,São Paulo,6000,2450
7247,HL1005,10/13/2018,1,Canon,1500,990,Recife,1500,510
7248,HL1005,10/13/2018,5,Canon,1500,930,Guarulhos,7500,2850
7249,HL1023,10/13/2018,4,Samsung,1500,620,São Paulo,6000,3520
7250,HL1009,10/13/2018,5,Motorola,1400,630,Salvador,7000,3850
7251,HL1008,10/14/2018,5,Philco,2000,1120,Belo Horizonte,10000,4400
7252,HL1004,10/14/2018,3,Apple,1750,1070,Niterói,5250,2040
7253,HL1019,10/14/2018,3,Apple,6500,3320,Fortaleza,19500,9540
7254,HL1008,10/14/2018,3,Philco,2000,1120,Curitiba,6000,2640
7255,HL1006,10/14/2018,4,Samsung,1400,770,Fortaleza,5600,2520
7256,HL1020,10/14/2018,3,Motorola,1500,680,Curitiba,4500,2460
7257,HL1007,10/14/2018,3,Dell,2300,1080,Belo Horizonte,6900,3660
7258,HL1001,10/14/2018,2,LG,2600,1120,Rio de Janeiro,5200,2960
7259,HL1006,10/14/2018,1,Samsung,1400,780,São Paulo,1400,620
7260,HL1003,10/14/2018,5,Samsung,4500,1800,São Paulo,22500,13500
7261,HL1015,10/14/2018,5,Sony,700,310,Nova Iguaçu,3500,1950
7262,HL1004,10/14/2018,1,Apple,1750,1140,Salvador,1750,610
7263,HL1007,10/14/2018,5,Dell,2300,1200,Salvador,11500,5500
7264,HL1020,10/14/2018,1,Motorola,1500,1040,Recife,1500,460
7265,HL1007,10/14/2018,5,Dell,2300,1500,Porto Alegre,11500,4000
7266,HL1005,10/14/2018,2,Canon,1500,740,Recife,3000,1520
7267,HL1019,10/14/2018,2,Apple,6500,3710,Porto Alegre,13000,5580
7268,HL1005,10/14/2018,4,Canon,1500,960,Fortaleza,6000,2160
7269,HL1020,10/14/2018,1,Motorola,1500,1050,Fortaleza,1500,450
7270,HL1015,10/14/2018,1,Sony,700,320,Rio de Janeiro,700,380
7271,HL1011,10/15/2018,1,Samsung,2000,1360,Belo Horizonte,2000,640
7272,HL1001,10/15/2018,2,LG,2600,1170,Fortaleza,5200,2860
7273,HL1019,10/15/2018,2,Apple,6500,2730,Campinas,13000,7540
7274,HL1024,10/15/2018,1,Acer,2400,1560,Nova Iguaçu,2400,840
7275,HL1002,10/15/2018,4,Apple,2500,1500,Curitiba,10000,4000
7276,HL1009,10/15/2018,3,Motorola,1400,840,Niterói,4200,1680
7277,HL1005,10/15/2018,3,Canon,1500,920,Goiânia,4500,1740
7278,HL1018,10/15/2018,2,Xiaomi,1200,620,Curitiba,2400,1160
7279,HL1015,10/15/2018,4,Sony,700,280,Nova Iguaçu,2800,1680
7280,HL1013,10/15/2018,5,Nikon,1550,810,Salvador,7750,3700
7281,HL1019,10/15/2018,5,Apple,6500,3450,Recife,32500,15250
7282,HL1024,10/15/2018,4,Acer,2400,1630,Recife,9600,3080
7283,HL1018,10/15/2018,1,Xiaomi,1200,830,Fortaleza,1200,370
7284,HL1001,10/15/2018,4,LG,2600,1250,Recife,10400,5400
7285,HL1015,10/15/2018,1,Sony,700,410,Campinas,700,290
7286,HL1013,10/15/2018,2,Nikon,1550,760,São Paulo,3100,1580
7287,HL1009,10/15/2018,3,Motorola,1400,630,Rio de Janeiro,4200,2310
7288,HL1007,10/15/2018,4,Dell,2300,1380,Salvador,9200,3680
7289,HL1018,10/15/2018,5,Xiaomi,1200,710,Campinas,6000,2450
7290,HL1005,10/15/2018,1,Canon,1500,1020,Nova Iguaçu,1500,480
7291,HL1007,10/15/2018,2,Dell,2300,1040,São Paulo,4600,2520
7292,HL1020,10/15/2018,1,Motorola,1500,1040,Fortaleza,1500,460
7293,HL1011,10/16/2018,3,Samsung,2000,880,Recife,6000,3360
7294,HL1023,10/16/2018,3,Samsung,1500,800,Niterói,4500,2100
7295,HL1013,10/16/2018,1,Nikon,1550,1020,Recife,1550,530
7296,HL1013,10/16/2018,4,Nikon,1550,950,Fortaleza,6200,2400
7297,HL1001,10/16/2018,4,LG,2600,1120,Fortaleza,10400,5920
7298,HL1014,10/16/2018,2,Samsung,1100,760,Fortaleza,2200,680
7299,HL1021,10/16/2018,5,Samsung,3000,1530,Recife,15000,7350
7300,HL1015,10/16/2018,5,Sony,700,330,Porto Alegre,3500,1850
7301,HL1023,10/16/2018,5,Samsung,1500,930,Recife,7500,2850
7302,HL1001,10/16/2018,2,LG,2600,1720,Nova Iguaçu,5200,1760
7303,HL1001,10/16/2018,5,LG,2600,1350,Campinas,13000,6250
7304,HL1007,10/16/2018,4,Dell,2300,1130,São Paulo,9200,4680
7305,HL1009,10/16/2018,5,Motorola,1400,980,Salvador,7000,2100
7306,HL1018,10/16/2018,3,Xiaomi,1200,650,São Paulo,3600,1650
7307,HL1018,10/16/2018,1,Xiaomi,1200,660,Rio de Janeiro,1200,540
7308,HL1002,10/16/2018,3,Apple,2500,1680,Goiânia,7500,2460
7309,HL1015,10/16/2018,1,Sony,700,380,Fortaleza,700,320
7310,HL1002,10/16/2018,5,Apple,2500,1100,São Paulo,12500,7000
7311,HL1001,10/16/2018,3,LG,2600,1460,Curitiba,7800,3420
7312,HL1001,10/16/2018,2,LG,2600,1790,Fortaleza,5200,1620
7313,HL1002,10/17/2018,5,Apple,2500,1730,Rio de Janeiro,12500,3850
7314,HL1006,10/17/2018,4,Samsung,1400,620,São Paulo,5600,3120
7315,HL1018,10/17/2018,5,Xiaomi,1200,680,Belo Horizonte,6000,2600
7316,HL1008,10/17/2018,2,Philco,2000,1300,Niterói,4000,1400
7317,HL1018,10/17/2018,2,Xiaomi,1200,780,Rio de Janeiro,2400,840
7318,HL1017,10/17/2018,5,Samsung,5200,2340,São Paulo,26000,14300
7319,HL1024,10/17/2018,3,Acer,2400,1630,Salvador,7200,2310
7320,HL1007,10/17/2018,1,Dell,2300,1080,Salvador,2300,1220
7321,HL1015,10/17/2018,1,Sony,700,410,Recife,700,290
7322,HL1015,10/17/2018,5,Sony,700,290,Belo Horizonte,3500,2050
7323,HL1009,10/17/2018,5,Motorola,1400,840,Porto Alegre,7000,2800
7324,HL1001,10/17/2018,4,LG,2600,1690,Guarulhos,10400,3640
7325,HL1006,10/17/2018,2,Samsung,1400,590,Fortaleza,2800,1620
7326,HL1024,10/17/2018,1,Acer,2400,1420,Porto Alegre,2400,980
7327,HL1008,10/17/2018,4,Philco,2000,1160,Belo Horizonte,8000,3360
7328,HL1020,10/17/2018,1,Motorola,1500,620,Salvador,1500,880
7329,HL1021,10/17/2018,1,Samsung,3000,1560,Fortaleza,3000,1440
7330,HL1018,10/17/2018,2,Xiaomi,1200,800,Fortaleza,2400,800
7331,HL1023,10/17/2018,5,Samsung,1500,690,Salvador,7500,4050
7332,HL1001,10/17/2018,4,LG,2600,1170,Salvador,10400,5720
7333,HL1015,10/17/2018,3,Sony,700,310,São Paulo,2100,1170
7334,HL1001,10/17/2018,3,LG,2600,1590,Goiânia,7800,3030
7335,HL1005,10/18/2018,4,Canon,1500,830,Belo Horizonte,6000,2680
7336,HL1018,10/18/2018,3,Xiaomi,1200,500,Guarulhos,3600,2100
7337,HL1013,10/18/2018,5,Nikon,1550,990,Rio de Janeiro,7750,2800
7338,HL1018,10/18/2018,2,Xiaomi,1200,620,Recife,2400,1160
7339,HL1023,10/18/2018,4,Samsung,1500,870,Belo Horizonte,6000,2520
7340,HL1014,10/18/2018,4,Samsung,1100,590,Fortaleza,4400,2040
7341,HL1001,10/18/2018,1,LG,2600,1510,Rio de Janeiro,2600,1090
7342,HL1001,10/18/2018,3,LG,2600,1640,São Paulo,7800,2880
7343,HL1002,10/18/2018,3,Apple,2500,1080,Salvador,7500,4260
7344,HL1018,10/18/2018,1,Xiaomi,1200,500,Rio de Janeiro,1200,700
7345,HL1008,10/18/2018,5,Philco,2000,1060,Porto Alegre,10000,4700
7346,HL1006,10/18/2018,4,Samsung,1400,950,São Paulo,5600,1800
7347,HL1001,10/18/2018,5,LG,2600,1590,Nova Iguaçu,13000,5050
7348,HL1019,10/18/2018,4,Apple,6500,3190,Nova Iguaçu,26000,13240
7349,HL1009,10/18/2018,2,Motorola,1400,620,Recife,2800,1560
7350,HL1005,10/18/2018,5,Canon,1500,890,Belo Horizonte,7500,3050
7351,HL1015,10/18/2018,3,Sony,700,460,Niterói,2100,720
7352,HL1015,10/18/2018,5,Sony,700,460,Rio de Janeiro,3500,1200
7353,HL1008,10/18/2018,1,Philco,2000,1300,Campinas,2000,700
7354,HL1007,10/18/2018,3,Dell,2300,1470,São Paulo,6900,2490
7355,HL1009,10/18/2018,1,Motorola,1400,590,Guarulhos,1400,810
7356,HL1015,10/18/2018,1,Sony,700,320,Nova Iguaçu,700,380
7357,HL1018,10/18/2018,2,Xiaomi,1200,730,Fortaleza,2400,940
7358,HL1002,10/19/2018,4,Apple,2500,1480,Goiânia,10000,4080
7359,HL1009,10/19/2018,1,Motorola,1400,780,Rio de Janeiro,1400,620
7360,HL1013,10/19/2018,4,Nikon,1550,1040,Fortaleza,6200,2040
7361,HL1003,10/19/2018,5,Samsung,4500,2970,São Paulo,22500,7650
7362,HL1005,10/19/2018,2,Canon,1500,890,São Paulo,3000,1220
7363,HL1002,10/19/2018,1,Apple,2500,1680,Guarulhos,2500,820
7364,HL1001,10/19/2018,5,LG,2600,1120,Salvador,13000,7400
7365,HL1015,10/19/2018,5,Sony,700,470,Fortaleza,3500,1150
7366,HL1001,10/19/2018,3,LG,2600,1270,Rio de Janeiro,7800,3990
7367,HL1021,10/19/2018,4,Samsung,3000,1230,Recife,12000,7080
7368,HL1008,10/19/2018,4,Philco,2000,1200,Curitiba,8000,3200
7369,HL1014,10/19/2018,1,Samsung,1100,500,Rio de Janeiro,1100,600
7370,HL1013,10/19/2018,5,Nikon,1550,780,Rio de Janeiro,7750,3850
7371,HL1015,10/19/2018,1,Sony,700,360,Belo Horizonte,700,340
7372,HL1024,10/19/2018,3,Acer,2400,980,Recife,7200,4260
7373,HL1001,10/19/2018,2,LG,2600,1510,São Paulo,5200,2180
7374,HL1005,10/19/2018,4,Canon,1500,800,Rio de Janeiro,6000,2800
7375,HL1019,10/19/2018,2,Apple,6500,3840,Porto Alegre,13000,5320
7376,HL1024,10/19/2018,5,Acer,2400,1680,Fortaleza,12000,3600
7377,HL1014,10/20/2018,4,Samsung,1100,480,Curitiba,4400,2480
7378,HL1008,10/20/2018,2,Philco,2000,1000,Porto Alegre,4000,2000
7379,HL1001,10/20/2018,4,LG,2600,1140,Guarulhos,10400,5840
7380,HL1007,10/20/2018,5,Dell,2300,1540,Rio de Janeiro,11500,3800
7381,HL1024,10/20/2018,1,Acer,2400,1010,Belo Horizonte,2400,1390
7382,HL1023,10/20/2018,3,Samsung,1500,1010,Belo Horizonte,4500,1470
7383,HL1007,10/20/2018,4,Dell,2300,1080,Guarulhos,9200,4880
7384,HL1020,10/20/2018,5,Motorola,1500,930,São Paulo,7500,2850
7385,HL1005,10/20/2018,4,Canon,1500,890,São Paulo,6000,2440
7386,HL1024,10/20/2018,3,Acer,2400,1200,São Paulo,7200,3600
7387,HL1023,10/20/2018,1,Samsung,1500,720,Belo Horizonte,1500,780
7388,HL1004,10/20/2018,4,Apple,1750,840,Porto Alegre,7000,3640
7389,HL1015,10/20/2018,1,Sony,700,460,Porto Alegre,700,240
7390,HL1008,10/20/2018,1,Philco,2000,1300,Salvador,2000,700
7391,HL1021,10/20/2018,2,Samsung,3000,1380,Salvador,6000,3240
7392,HL1024,10/20/2018,1,Acer,2400,1130,Fortaleza,2400,1270
7393,HL1023,10/20/2018,1,Samsung,1500,710,Belo Horizonte,1500,790
7394,HL1010,10/20/2018,5,Apple,1900,990,Niterói,9500,4550
7395,HL1001,10/20/2018,4,LG,2600,1270,Campinas,10400,5320
7396,HL1015,10/20/2018,3,Sony,700,450,Fortaleza,2100,750
7397,HL1001,10/20/2018,5,LG,2600,1430,Recife,13000,5850
7398,HL1019,10/20/2018,1,Apple,6500,2860,Fortaleza,6500,3640
7399,HL1019,10/20/2018,2,Apple,6500,3510,Fortaleza,13000,5980
7400,HL1024,10/20/2018,1,Acer,2400,1080,Fortaleza,2400,1320
7401,HL1023,10/20/2018,5,Samsung,1500,840,Belo Horizonte,7500,3300
7402,HL1007,10/20/2018,1,Dell,2300,1290,Curitiba,2300,1010
7403,HL1001,10/20/2018,3,LG,2600,1270,Rio de Janeiro,7800,3990
7404,HL1001,10/21/2018,5,LG,2600,1790,Salvador,13000,4050
7405,HL1012,10/21/2018,5,Dell,5500,2920,Niterói,27500,12900
7406,HL1002,10/21/2018,5,Apple,2500,1680,Fortaleza,12500,4100
7407,HL1001,10/21/2018,5,LG,2600,1720,Niterói,13000,4400
7408,HL1005,10/21/2018,4,Canon,1500,620,Recife,6000,3520
7409,HL1024,10/21/2018,5,Acer,2400,1220,São Paulo,12000,5900
7410,HL1015,10/21/2018,5,Sony,700,390,Recife,3500,1550
7411,HL1008,10/21/2018,5,Philco,2000,1380,Goiânia,10000,3100
7412,HL1018,10/21/2018,1,Xiaomi,1200,490,Niterói,1200,710
7413,HL1007,10/21/2018,3,Dell,2300,1400,Campinas,6900,2700
7414,HL1012,10/21/2018,1,Dell,5500,3740,Salvador,5500,1760
7415,HL1001,10/21/2018,3,LG,2600,1040,São Paulo,7800,4680
7416,HL1015,10/21/2018,1,Sony,700,430,Salvador,700,270
7417,HL1005,10/21/2018,4,Canon,1500,800,Rio de Janeiro,6000,2800
7418,HL1005,10/21/2018,3,Canon,1500,650,Salvador,4500,2550
7419,HL1007,10/21/2018,2,Dell,2300,1010,Curitiba,4600,2580
7420,HL1007,10/21/2018,3,Dell,2300,1080,Belo Horizonte,6900,3660
7421,HL1009,10/21/2018,4,Motorola,1400,760,Campinas,5600,2560
7422,HL1007,10/21/2018,3,Dell,2300,1330,Goiânia,6900,2910
7423,HL1009,10/21/2018,1,Motorola,1400,830,Fortaleza,1400,570
7424,HL1012,10/21/2018,1,Dell,5500,3190,Fortaleza,5500,2310
7425,HL1001,10/21/2018,5,LG,2600,1220,Rio de Janeiro,13000,6900
7426,HL1019,10/22/2018,3,Apple,6500,3840,São Paulo,19500,7980
7427,HL1018,10/22/2018,5,Xiaomi,1200,710,Porto Alegre,6000,2450
7428,HL1009,10/22/2018,5,Motorola,1400,940,São Paulo,7000,2300
7429,HL1001,10/22/2018,5,LG,2600,1770,Belo Horizonte,13000,4150
7430,HL1018,10/22/2018,1,Xiaomi,1200,520,Recife,1200,680
7431,HL1005,10/22/2018,2,Canon,1500,650,Curitiba,3000,1700
7432,HL1003,10/22/2018,1,Samsung,4500,2030,Rio de Janeiro,4500,2470
7433,HL1024,10/22/2018,3,Acer,2400,1630,São Paulo,7200,2310
7434,HL1003,10/22/2018,2,Samsung,4500,2790,Fortaleza,9000,3420
7435,HL1001,10/22/2018,1,LG,2600,1380,Belo Horizonte,2600,1220
7436,HL1005,10/22/2018,1,Canon,1500,1050,Rio de Janeiro,1500,450
7437,HL1010,10/22/2018,5,Apple,1900,1010,Recife,9500,4450
7438,HL1023,10/22/2018,5,Samsung,1500,740,Nova Iguaçu,7500,3800
7439,HL1019,10/22/2018,5,Apple,6500,3380,São Paulo,32500,15600
7440,HL1001,10/22/2018,5,LG,2600,1690,Salvador,13000,4550
7441,HL1023,10/22/2018,2,Samsung,1500,930,Recife,3000,1140
7442,HL1023,10/22/2018,1,Samsung,1500,980,Curitiba,1500,520
7443,HL1018,10/22/2018,5,Xiaomi,1200,590,Salvador,6000,3050
7444,HL1005,10/22/2018,2,Canon,1500,830,São Paulo,3000,1340
7445,HL1019,10/22/2018,1,Apple,6500,3190,São Paulo,6500,3310
7446,HL1001,10/22/2018,4,LG,2600,1070,Guarulhos,10400,6120
7447,HL1002,10/22/2018,1,Apple,2500,1680,São Paulo,2500,820
7448,HL1007,10/22/2018,4,Dell,2300,1100,Rio de Janeiro,9200,4800
7449,HL1005,10/22/2018,1,Canon,1500,630,Fortaleza,1500,870
7450,HL1018,10/22/2018,3,Xiaomi,1200,640,São Paulo,3600,1680
7451,HL1001,10/23/2018,2,LG,2600,1350,Belo Horizonte,5200,2500
7452,HL1001,10/23/2018,1,LG,2600,1740,Curitiba,2600,860
7453,HL1023,10/23/2018,3,Samsung,1500,1020,Belo Horizonte,4500,1440
7454,HL1005,10/23/2018,3,Canon,1500,800,Salvador,4500,2100
7455,HL1018,10/23/2018,4,Xiaomi,1200,790,Curitiba,4800,1640
7456,HL1008,10/23/2018,2,Philco,2000,820,Salvador,4000,2360
7457,HL1005,10/23/2018,3,Canon,1500,690,Porto Alegre,4500,2430
7458,HL1019,10/23/2018,5,Apple,6500,2990,São Paulo,32500,17550
7459,HL1005,10/23/2018,3,Canon,1500,840,São Paulo,4500,1980
7460,HL1001,10/23/2018,3,LG,2600,1790,Salvador,7800,2430
7461,HL1008,10/23/2018,2,Philco,2000,1180,São Paulo,4000,1640
7462,HL1001,10/23/2018,2,LG,2600,1690,Nova Iguaçu,5200,1820
7463,HL1009,10/23/2018,3,Motorola,1400,800,Belo Horizonte,4200,1800
7464,HL1008,10/23/2018,3,Philco,2000,920,Recife,6000,3240
7465,HL1009,10/23/2018,5,Motorola,1400,570,Nova Iguaçu,7000,4150
7466,HL1014,10/24/2018,1,Samsung,1100,560,Rio de Janeiro,1100,540
7467,HL1024,10/24/2018,4,Acer,2400,1220,Curitiba,9600,4720
7468,HL1015,10/24/2018,3,Sony,700,410,Porto Alegre,2100,870
7469,HL1010,10/24/2018,2,Apple,1900,930,Recife,3800,1940
7470,HL1011,10/24/2018,4,Samsung,2000,1080,Guarulhos,8000,3680
7471,HL1015,10/24/2018,2,Sony,700,320,São Paulo,1400,760
7472,HL1005,10/24/2018,1,Canon,1500,810,São Paulo,1500,690
7473,HL1021,10/24/2018,4,Samsung,3000,1560,Rio de Janeiro,12000,5760
7474,HL1020,10/24/2018,2,Motorola,1500,1010,Rio de Janeiro,3000,980
7475,HL1010,10/24/2018,3,Apple,1900,950,Curitiba,5700,2850
7476,HL1020,10/24/2018,3,Motorola,1500,620,Salvador,4500,2640
7477,HL1023,10/25/2018,1,Samsung,1500,680,São Paulo,1500,820
7478,HL1019,10/25/2018,5,Apple,6500,4030,Fortaleza,32500,12350
7479,HL1015,10/25/2018,2,Sony,700,380,Porto Alegre,1400,640
7480,HL1023,10/25/2018,4,Samsung,1500,840,Belo Horizonte,6000,2640
7481,HL1001,10/25/2018,2,LG,2600,1790,Porto Alegre,5200,1620
7482,HL1001,10/25/2018,5,LG,2600,1590,Rio de Janeiro,13000,5050
7483,HL1023,10/25/2018,2,Samsung,1500,720,Belo Horizonte,3000,1560
7484,HL1005,10/25/2018,4,Canon,1500,630,Salvador,6000,3480
7485,HL1020,10/25/2018,5,Motorola,1500,990,Belo Horizonte,7500,2550
7486,HL1005,10/25/2018,3,Canon,1500,960,Recife,4500,1620
7487,HL1007,10/25/2018,4,Dell,2300,990,Belo Horizonte,9200,5240
7488,HL1019,10/25/2018,5,Apple,6500,3710,Fortaleza,32500,13950
7489,HL1015,10/25/2018,1,Sony,700,340,Porto Alegre,700,360
7490,HL1008,10/25/2018,2,Philco,2000,1400,Curitiba,4000,1200
7491,HL1012,10/25/2018,3,Dell,5500,3250,Campinas,16500,6750
7492,HL1015,10/25/2018,2,Sony,700,430,Salvador,1400,540
7493,HL1021,10/25/2018,2,Samsung,3000,1380,Salvador,6000,3240
7494,HL1002,10/25/2018,1,Apple,2500,1550,São Paulo,2500,950
7495,HL1001,10/25/2018,4,LG,2600,1140,Curitiba,10400,5840
7496,HL1018,10/26/2018,5,Xiaomi,1200,820,Curitiba,6000,1900
7497,HL1001,10/26/2018,4,LG,2600,1270,Curitiba,10400,5320
7498,HL1015,10/26/2018,4,Sony,700,320,São Paulo,2800,1520
7499,HL1014,10/26/2018,1,Samsung,1100,630,São Paulo,1100,470
7500,HL1015,10/26/2018,4,Sony,700,460,Fortaleza,2800,960
7501,HL1018,10/26/2018,1,Xiaomi,1200,480,Belo Horizonte,1200,720
7502,HL1005,10/26/2018,1,Canon,1500,1010,Fortaleza,1500,490
7503,HL1007,10/26/2018,2,Dell,2300,1520,Salvador,4600,1560
7504,HL1009,10/26/2018,5,Motorola,1400,840,São Paulo,7000,2800
7505,HL1020,10/26/2018,3,Motorola,1500,950,Rio de Janeiro,4500,1650
7506,HL1003,10/26/2018,5,Samsung,4500,2570,Guarulhos,22500,9650
7507,HL1021,10/26/2018,1,Samsung,3000,1500,Belo Horizonte,3000,1500
7508,HL1019,10/26/2018,4,Apple,6500,4230,São Paulo,26000,9080
7509,HL1005,10/26/2018,1,Canon,1500,780,São Paulo,1500,720
7510,HL1005,10/26/2018,4,Canon,1500,720,Campinas,6000,3120
7511,HL1005,10/26/2018,5,Canon,1500,680,Guarulhos,7500,4100
7512,HL1015,10/26/2018,1,Sony,700,280,Campinas,700,420
7513,HL1001,10/26/2018,1,LG,2600,1170,São Paulo,2600,1430
7514,HL1024,10/26/2018,5,Acer,2400,960,Fortaleza,12000,7200
7515,HL1001,10/26/2018,3,LG,2600,1610,Fortaleza,7800,2970
7516,HL1013,10/26/2018,1,Nikon,1550,680,Nova Iguaçu,1550,870
7517,HL1008,10/26/2018,4,Philco,2000,980,Salvador,8000,4080
7518,HL1017,10/26/2018,3,Samsung,5200,3120,Recife,15600,6240
7519,HL1008,10/26/2018,5,Philco,2000,1360,Fortaleza,10000,3200
7520,HL1023,10/26/2018,5,Samsung,1500,930,Salvador,7500,2850
7521,HL1009,10/26/2018,3,Motorola,1400,800,Belo Horizonte,4200,1800
7522,HL1005,10/27/2018,3,Canon,1500,770,Goiânia,4500,2190
7523,HL1021,10/27/2018,4,Samsung,3000,1620,Rio de Janeiro,12000,5520
7524,HL1020,10/27/2018,3,Motorola,1500,810,Fortaleza,4500,2070
7525,HL1011,10/27/2018,2,Samsung,2000,1020,Porto Alegre,4000,1960
7526,HL1008,10/27/2018,5,Philco,2000,1400,Recife,10000,3000
7527,HL1003,10/27/2018,5,Samsung,4500,3150,Fortaleza,22500,6750
7528,HL1001,10/27/2018,1,LG,2600,1610,Rio de Janeiro,2600,990
7529,HL1002,10/27/2018,1,Apple,2500,1350,Niterói,2500,1150
7530,HL1002,10/27/2018,2,Apple,2500,1150,Nova Iguaçu,5000,2700
7531,HL1015,10/27/2018,2,Sony,700,450,Rio de Janeiro,1400,500
7532,HL1023,10/27/2018,1,Samsung,1500,900,São Paulo,1500,600
7533,HL1003,10/27/2018,3,Samsung,4500,2390,Guarulhos,13500,6330
7534,HL1021,10/27/2018,3,Samsung,3000,1440,São Paulo,9000,4680
7535,HL1005,10/27/2018,1,Canon,1500,720,São Paulo,1500,780
7536,HL1024,10/27/2018,1,Acer,2400,1320,Salvador,2400,1080
7537,HL1015,10/27/2018,4,Sony,700,420,Belo Horizonte,2800,1120
7538,HL1009,10/27/2018,3,Motorola,1400,620,Belo Horizonte,4200,2340
7539,HL1005,10/27/2018,3,Canon,1500,740,São Paulo,4500,2280
7540,HL1023,10/27/2018,3,Samsung,1500,780,Salvador,4500,2160
7541,HL1001,10/27/2018,5,LG,2600,1460,Nova Iguaçu,13000,5700
7542,HL1011,10/27/2018,2,Samsung,2000,880,São Paulo,4000,2240
7543,HL1001,10/28/2018,2,LG,2600,1720,Salvador,5200,1760
7544,HL1002,10/28/2018,5,Apple,2500,1700,Rio de Janeiro,12500,4000
7545,HL1010,10/28/2018,2,Apple,1900,1180,Recife,3800,1440
7546,HL1015,10/28/2018,4,Sony,700,330,Campinas,2800,1480
7547,HL1007,10/28/2018,4,Dell,2300,1520,Nova Iguaçu,9200,3120
7548,HL1008,10/28/2018,5,Philco,2000,1340,São Paulo,10000,3300
7549,HL1010,10/28/2018,4,Apple,1900,1010,Guarulhos,7600,3560
7550,HL1009,10/28/2018,4,Motorola,1400,620,São Paulo,5600,3120
7551,HL1006,10/28/2018,1,Samsung,1400,600,Recife,1400,800
7552,HL1021,10/28/2018,3,Samsung,3000,1290,São Paulo,9000,5130
7553,HL1023,10/28/2018,1,Samsung,1500,690,Goiânia,1500,810
7554,HL1008,10/28/2018,5,Philco,2000,1100,Recife,10000,4500
7555,HL1005,10/28/2018,1,Canon,1500,660,São Paulo,1500,840
7556,HL1001,10/28/2018,1,LG,2600,1430,São Paulo,2600,1170
7557,HL1018,10/28/2018,1,Xiaomi,1200,790,Guarulhos,1200,410
7558,HL1005,10/28/2018,2,Canon,1500,1040,São Paulo,3000,920
7559,HL1015,10/28/2018,5,Sony,700,460,São Paulo,3500,1200
7560,HL1007,10/29/2018,1,Dell,2300,1560,Salvador,2300,740
7561,HL1015,10/29/2018,2,Sony,700,290,Rio de Janeiro,1400,820
7562,HL1021,10/29/2018,5,Samsung,3000,1530,Salvador,15000,7350
7563,HL1023,10/29/2018,2,Samsung,1500,830,Curitiba,3000,1340
7564,HL1007,10/29/2018,4,Dell,2300,1520,Rio de Janeiro,9200,3120
7565,HL1007,10/29/2018,3,Dell,2300,940,Fortaleza,6900,4080
7566,HL1008,10/29/2018,4,Philco,2000,860,Porto Alegre,8000,4560
7567,HL1021,10/29/2018,1,Samsung,3000,1470,Rio de Janeiro,3000,1530
7568,HL1018,10/29/2018,2,Xiaomi,1200,580,Fortaleza,2400,1240
7569,HL1021,10/29/2018,4,Samsung,3000,1440,São Paulo,12000,6240
7570,HL1023,10/29/2018,4,Samsung,1500,1010,São Paulo,6000,1960
7571,HL1007,10/29/2018,3,Dell,2300,1360,Recife,6900,2820
7572,HL1012,10/29/2018,3,Dell,5500,2310,Rio de Janeiro,16500,9570
7573,HL1005,10/29/2018,3,Canon,1500,680,Goiânia,4500,2460
7574,HL1017,10/29/2018,5,Samsung,5200,3540,Salvador,26000,8300
7575,HL1005,10/29/2018,3,Canon,1500,680,Rio de Janeiro,4500,2460
7576,HL1012,10/29/2018,5,Dell,5500,2480,Curitiba,27500,15100
7577,HL1010,10/29/2018,5,Apple,1900,1030,Campinas,9500,4350
7578,HL1005,10/30/2018,5,Canon,1500,780,São Paulo,7500,3600
7579,HL1009,10/30/2018,2,Motorola,1400,850,São Paulo,2800,1100
